Iteration,ActiveTime_ms,NumAnts,FoodCount
1,0.25,410,0
2,0.157,407,0
3,0.164,414,0
4,0.14,417,0
5,0.136,415,0
6,0.142,415,0
7,0.151,418,0
8,0.138,425,0
9,0.139,425,0
10,0.142,416,0
11,0.158,415,0
12,0.154,411,0
13,0.229,415,0
14,0.345,423,0
15,0.209,426,0
16,0.297,424,0
17,0.264,420,0
18,0.182,416,0
19,0.147,415,0
20,0.135,414,0
21,0.229,414,0
22,0.207,413,0
23,0.186,415,0
24,0.15,412,0
25,0.203,411,0
26,0.151,410,0
27,0.25,407,0
28,0.256,413,0
29,0.165,413,0
30,0.162,413,0
31,0.178,417,0
32,0.219,419,0
33,0.24,420,0
34,0.253,421,0
35,0.197,415,0
36,0.188,414,0
37,0.328,417,0
38,0.217,419,0
39,0.21,411,0
40,0.299,411,0
41,0.211,412,0
42,0.325,413,0
43,0.212,414,0
44,0.24,425,0
45,0.277,422,0
46,0.326,418,0
47,0.24,424,0
48,0.303,419,0
49,0.248,426,0
50,0.362,425,0
51,0.336,421,0
52,0.253,420,0
53,0.223,425,0
54,0.24,427,0
55,0.261,428,0
56,0.435,425,0
57,0.216,426,0
58,0.384,431,0
59,0.364,435,0
60,0.224,434,0
61,0.234,433,0
62,0.321,436,0
63,0.271,437,0
64,0.245,442,0
65,0.384,436,0
66,0.232,432,0
67,0.279,433,0
68,0.365,429,0
69,0.35,419,0
70,0.256,422,0
71,0.366,424,0
72,0.412,430,0
73,0.412,430,0
74,0.251,427,0
75,0.249,429,0
76,0.348,424,0
77,0.486,428,0
78,0.5,422,0
79,0.208,424,0
80,0.305,421,0
81,0.337,426,0
82,0.187,426,0
83,0.297,421,0
84,0.204,418,0
85,0.223,425,0
86,0.202,430,0
87,0.368,430,0
88,0.204,431,0
89,0.211,431,0
90,0.378,436,0
91,0.301,442,0
92,0.247,446,0
93,0.289,437,0
94,0.237,439,0
95,0.394,443,0
96,0.348,441,0
97,0.422,445,0
98,0.295,441,0
99,0.391,441,0
100,0.282,438,0
101,0.252,439,0
102,0.271,443,0
103,0.361,436,0
104,0.308,435,0
105,0.68,446,0
106,0.542,448,0
107,0.407,447,0
108,0.453,449,0
109,0.394,445,0
110,0.267,453,0
111,0.383,443,0
112,0.421,444,0
113,0.25,438,0
114,0.316,432,0
115,0.185,431,0
116,0.32,431,0
117,0.192,429,0
118,0.306,432,0
119,0.241,438,0
120,0.283,437,0
121,0.222,437,0
122,0.19,438,0
123,0.305,434,0
124,0.319,437,0
125,0.185,436,0
126,0.18,435,0
127,0.196,437,0
128,0.181,436,0
129,0.153,436,0
130,0.171,433,0
131,0.168,432,0
132,0.156,438,0
133,0.277,430,0
134,0.153,438,0
135,0.246,444,0
136,0.167,443,0
137,0.304,436,0
138,0.161,444,0
139,0.182,439,0
140,0.174,442,0
141,0.19,439,0
142,0.15,443,0
143,0.17,437,0
144,0.21,445,0
145,0.246,439,0
146,0.152,446,0
147,0.153,450,0
148,0.269,452,0
149,0.361,450,0
150,0.368,451,0
151,0.37,453,0
152,0.381,443,0
153,0.311,448,0
154,0.361,444,0
155,0.273,444,0
156,0.363,441,0
157,0.256,445,0
158,0.261,446,0
159,0.261,442,0
160,0.34,445,0
161,0.281,444,0
162,0.265,443,0
163,0.393,446,0
164,0.3,438,0
165,0.433,433,0
166,0.344,435,0
167,0.261,435,0
168,0.338,434,0
169,0.275,435,0
170,0.223,441,0
171,0.263,440,0
172,0.405,443,0
173,0.22,438,0
174,0.337,435,0
175,0.325,436,0
176,0.22,438,0
177,0.374,434,0
178,0.317,430,0
179,0.221,423,0
180,0.219,426,0
181,0.346,426,0
182,0.223,427,0
183,0.321,425,0
184,0.31,432,0
185,0.223,433,0
186,0.258,434,0
187,0.227,430,0
188,0.231,431,0
189,0.24,437,0
190,0.244,430,0
191,0.224,428,0
192,0.227,431,0
193,0.333,433,0
194,0.23,433,0
195,0.371,431,0
196,0.343,434,0
197,0.309,430,0
198,0.232,434,0
199,0.412,433,0
200,0.409,432,0
201,0.231,437,0
202,0.257,436,0
203,0.455,434,0
204,0.47,444,0
205,0.308,438,0
206,0.299,433,0
207,0.233,429,0
208,0.237,432,0
209,0.375,426,0
210,0.258,425,0
211,0.226,426,0
212,0.273,424,0
213,0.376,422,0
214,0.299,426,0
215,0.219,429,0
216,0.232,431,0
217,0.231,433,0
218,0.229,433,0
219,0.231,435,0
220,0.251,430,0
221,0.223,432,0
222,0.219,437,0
223,0.253,440,0
224,0.433,428,0
225,0.221,426,0
226,0.22,421,0
227,0.222,423,0
228,0.225,433,0
229,0.335,422,0
230,0.31,431,0
231,0.292,430,0
232,0.259,431,0
233,0.219,425,0
234,0.243,421,0
235,0.295,422,0
236,0.27,419,0
237,0.229,421,0
238,0.295,417,0
239,0.22,413,0
240,0.224,415,0
241,0.371,418,0
242,0.225,416,0
243,0.293,417,0
244,0.341,410,0
245,0.329,413,0
246,0.213,424,0
247,0.227,418,0
248,0.358,422,0
249,0.219,417,0
250,0.28,417,0
251,0.317,420,0
252,0.223,419,0
253,0.303,422,0
254,0.223,415,0
255,0.22,419,0
256,0.398,414,0
257,0.327,417,0
258,0.25,414,0
259,0.212,421,0
260,0.263,420,0
261,0.268,419,0
262,0.243,422,0
263,0.215,425,0
264,0.405,422,0
265,0.303,417,0
266,0.334,411,0
267,0.212,403,0
268,0.396,406,0
269,0.286,409,0
270,0.377,409,0
271,0.38,419,0
272,0.212,416,0
273,0.225,418,0
274,0.216,419,0
275,0.33,423,0
276,0.344,425,0
277,0.342,421,0
278,0.235,419,0
279,0.292,420,0
280,0.294,418,0
281,0.253,422,0
282,0.217,427,0
283,0.314,426,0
284,0.257,428,0
285,0.251,427,0
286,0.336,429,0
287,0.336,425,0
288,0.225,431,0
289,0.315,435,0
290,0.224,426,0
291,0.332,425,0
292,0.222,424,0
293,0.222,421,0
294,0.215,423,0
295,0.274,424,0
296,0.25,427,0
297,0.226,423,0
298,0.348,430,0
299,0.375,432,0
300,0.357,422,0
301,0.317,416,0
302,0.217,421,0
303,0.435,423,0
304,0.286,423,0
305,0.351,420,0
306,0.332,427,0
307,0.243,426,0
308,0.307,426,0
309,0.308,422,0
310,0.224,429,0
311,0.34,429,0
312,0.369,426,0
313,0.386,426,0
314,0.375,419,0
315,0.301,419,0
316,0.216,414,0
317,0.257,421,0
318,0.391,421,0
319,0.23,421,0
320,0.294,419,0
321,0.321,421,0
322,0.285,416,0
323,0.235,413,0
324,0.204,418,0
325,0.227,422,0
326,0.278,419,0
327,0.309,419,0
328,0.345,416,0
329,0.311,420,0
330,0.278,417,0
331,0.271,421,0
332,0.227,416,0
333,0.312,416,0
334,0.288,417,0
335,0.22,419,0
336,0.362,416,0
337,0.278,423,0
338,0.235,415,0
339,0.384,419,0
340,0.227,417,0
341,0.222,422,0
342,0.351,425,0
343,0.225,418,0
344,0.326,422,0
345,0.217,422,0
346,0.243,425,0
347,0.369,429,0
348,0.395,424,0
349,0.219,419,0
350,0.214,421,0
351,0.242,423,0
352,0.216,425,0
353,0.273,413,0
354,0.216,421,0
355,0.252,419,0
356,0.395,415,0
357,0.24,418,0
358,0.3,416,0
359,0.296,419,0
360,0.427,420,0
361,0.327,418,0
362,0.242,422,0
363,0.218,422,0
364,0.322,418,0
365,0.214,417,0
366,0.434,413,0
367,0.247,415,0
368,0.204,419,0
369,0.26,412,0
370,0.319,416,0
371,0.364,417,0
372,0.318,420,0
373,0.28,413,0
374,0.17,415,0
375,0.273,411,0
376,0.178,419,0
377,0.309,412,0
378,0.169,417,0
379,0.29,416,0
380,0.176,410,0
381,0.284,405,0
382,0.212,408,0
383,0.188,407,0
384,0.171,407,0
385,0.245,401,0
386,0.164,409,0
387,0.254,411,0
388,0.166,408,0
389,0.251,409,0
390,0.159,406,0
391,0.182,411,0
392,0.266,415,0
393,0.165,409,0
394,0.256,412,0
395,0.345,417,0
396,0.381,414,0
397,0.161,408,0
398,0.343,422,0
399,0.159,413,0
400,0.179,417,0
401,0.149,415,0
402,0.361,414,0
403,0.215,410,0
404,0.165,409,0
405,0.254,409,0
406,0.153,408,0
407,0.261,415,0
408,0.311,420,0
409,0.175,420,0
410,0.155,422,0
411,0.215,415,0
412,0.252,420,0
413,0.305,415,0
414,0.258,424,0
415,0.17,424,0
416,0.151,417,0
417,0.279,424,0
418,0.147,417,0
419,0.147,424,0
420,0.159,416,0
421,0.254,411,0
422,0.156,409,0
423,0.301,408,0
424,0.164,407,0
425,0.209,412,0
426,0.249,412,0
427,0.16,418,0
428,0.263,420,0
429,0.178,421,0
430,0.263,412,0
431,0.174,416,0
432,0.27,413,0
433,0.312,414,0
434,0.151,414,0
435,0.195,413,0
436,0.164,411,0
437,0.204,413,0
438,0.325,419,0
439,0.212,406,0
440,0.197,414,0
441,0.313,413,0
442,0.288,409,0
443,0.293,410,0
444,0.33,415,0
445,0.227,411,0
446,0.306,408,0
447,0.238,406,0
448,0.338,409,0
449,0.302,414,0
450,0.274,408,0
451,0.154,408,0
452,0.245,413,0
453,0.155,403,0
454,0.233,404,0
455,0.129,407,0
456,0.149,406,0
457,0.131,403,0
458,0.193,402,0
459,0.16,405,0
460,0.153,402,0
461,0.17,404,0
462,0.135,402,0
463,0.148,408,0
464,0.149,406,0
465,0.322,403,0
466,0.149,407,0
467,0.228,410,0
468,0.162,406,0
469,0.165,407,0
470,0.373,415,0
471,0.417,406,0
472,0.413,410,0
473,0.289,404,0
474,0.414,407,0
475,0.213,410,0
476,0.364,408,0
477,0.224,406,0
478,0.27,405,0
479,0.196,409,0
480,0.285,415,0
481,0.298,413,0
482,0.175,416,0
483,0.157,417,0
484,0.21,419,0
485,0.138,416,0
486,0.171,418,0
487,0.144,411,0
488,0.137,415,0
489,0.28,421,0
490,0.194,421,0
491,0.149,419,0
492,0.213,414,0
493,0.302,410,0
494,0.152,410,0
495,0.263,406,0
496,0.271,408,0
497,0.154,413,0
498,0.182,408,0
499,0.192,403,0
500,0.179,404,0
501,0.238,403,0
502,0.195,408,0
