Iteration,ActiveTime_ms,NumAnts,FoodCount
1,0.201,489,0
2,0.2,487,0
3,0.226,482,0
4,0.227,481,0
5,0.155,483,0
6,0.157,485,0
7,0.172,483,0
8,0.149,479,0
9,0.151,476,0
10,0.155,482,0
11,0.157,487,0
12,0.176,489,0
13,0.279,488,0
14,0.301,482,0
15,0.415,486,0
16,0.205,488,0
17,0.273,489,0
18,0.163,488,0
19,0.157,493,0
20,0.158,493,0
21,0.241,494,0
22,0.166,493,0
23,0.172,489,0
24,0.174,492,0
25,0.184,493,0
26,0.192,488,0
27,0.194,490,0
28,0.188,486,0
29,0.237,488,0
30,0.206,484,0
31,0.198,484,0
32,0.194,482,0
33,0.203,483,0
34,0.195,486,0
35,0.254,488,0
36,0.208,490,0
37,0.27,489,0
38,0.214,489,0
39,0.235,493,0
40,0.319,491,0
41,0.379,487,0
42,0.238,488,0
43,0.369,493,0
44,0.334,483,0
45,0.236,480,0
46,0.267,486,0
47,0.234,482,0
48,0.331,484,0
49,0.24,482,0
50,0.383,484,0
51,0.25,486,0
52,0.275,489,0
53,0.361,484,0
54,0.332,480,0
55,0.366,477,0
56,0.262,479,0
57,0.247,482,0
58,0.233,474,0
59,0.278,476,0
60,0.229,476,0
61,0.287,478,0
62,0.262,476,0
63,0.24,477,0
64,0.232,473,0
65,0.363,474,0
66,0.32,483,0
67,0.237,481,0
68,0.36,483,0
69,0.38,491,0
70,0.466,487,0
71,0.289,484,0
72,0.237,485,0
73,0.277,484,0
74,0.433,489,0
75,0.25,488,0
76,0.342,491,0
77,0.501,486,0
78,0.335,485,0
79,0.257,488,0
80,0.274,489,0
81,0.207,488,0
82,0.238,487,0
83,0.211,494,0
84,0.213,494,0
85,0.265,491,0
86,0.286,486,0
87,0.393,488,0
88,0.363,487,0
89,0.227,484,0
90,0.414,486,0
91,0.411,483,0
92,0.289,485,0
93,0.238,489,0
94,0.258,487,0
95,0.345,485,0
96,0.297,491,0
97,0.298,487,0
98,0.432,491,0
99,0.303,494,0
100,0.421,491,0
101,0.266,491,0
102,0.25,489,0
103,0.342,490,0
104,0.57,489,0
105,0.365,484,0
106,0.335,482,0
107,0.393,487,0
108,0.291,484,0
109,0.401,483,0
110,0.282,480,0
111,0.274,484,0
112,0.385,488,0
113,0.232,488,0
114,0.275,496,0
115,0.203,494,0
116,0.209,490,0
117,0.207,494,0
118,0.204,489,0
119,0.237,485,0
120,0.228,487,0
121,0.207,489,0
122,0.291,484,0
123,0.304,488,0
124,0.24,484,0
125,0.19,483,0
126,0.177,485,0
127,0.362,486,0
128,0.379,483,0
129,0.188,486,0
130,0.189,489,0
131,0.245,488,0
132,0.203,485,0
133,0.278,489,0
134,0.174,486,0
135,0.175,481,0
136,0.186,483,0
137,0.312,489,0
138,0.177,482,0
139,0.336,488,0
140,0.202,487,0
141,0.304,491,0
142,0.269,489,0
143,0.186,492,0
144,0.182,487,0
145,0.186,493,0
146,0.16,491,0
147,0.161,490,0
148,0.172,487,0
149,0.383,488,0
150,0.379,486,0
151,0.437,485,0
152,0.422,492,0
153,0.409,489,0
154,0.329,490,0
155,0.334,492,0
156,0.382,493,0
157,0.397,492,0
158,0.286,489,0
159,0.316,491,0
160,0.283,486,0
161,0.365,489,0
162,0.355,491,0
163,0.349,487,0
164,0.404,493,0
165,0.292,493,0
166,0.234,491,0
167,0.279,493,0
168,0.277,493,0
169,0.276,493,0
170,0.332,490,0
171,0.27,491,0
172,0.263,489,0
173,0.395,493,0
174,0.388,496,0
175,0.342,496,0
176,0.23,493,0
177,0.402,496,0
178,0.245,498,0
179,0.26,501,0
180,0.238,503,0
181,0.364,502,0
182,0.417,503,0
183,0.249,505,0
184,0.25,503,0
185,0.236,503,0
186,0.242,503,0
187,0.26,505,0
188,0.317,510,0
189,0.303,504,0
190,0.245,505,0
191,0.288,509,0
192,0.262,508,0
193,0.276,510,0
194,0.28,511,0
195,0.306,509,0
196,0.307,509,0
197,0.306,514,0
198,0.434,513,0
199,0.259,508,0
200,0.416,506,0
201,0.314,506,0
202,0.434,505,0
203,0.314,504,0
204,0.365,502,0
205,0.248,506,0
206,0.265,511,0
207,0.264,513,0
208,0.244,510,0
209,0.308,514,0
210,0.285,518,0
211,0.324,522,0
212,0.374,520,0
213,0.356,520,0
214,0.256,520,0
215,0.416,520,0
216,0.352,521,0
217,0.321,521,0
218,0.276,519,0
219,0.267,516,0
220,0.289,519,0
221,0.252,521,0
222,0.25,517,0
223,0.272,516,0
224,0.268,521,0
225,0.329,523,0
226,0.249,521,0
227,0.377,525,0
228,0.289,522,0
229,0.253,526,0
230,0.272,524,0
231,0.253,523,0
232,0.418,523,0
233,0.249,525,0
234,0.408,526,0
235,0.328,530,0
236,0.419,532,0
237,0.268,529,0
238,0.27,533,0
239,0.278,537,0
240,0.28,533,0
241,0.259,534,0
242,0.41,532,0
243,0.411,532,0
244,0.421,537,0
245,0.433,536,0
246,0.345,533,0
247,0.3,536,0
248,0.268,534,0
249,0.421,540,0
