Iteration,ActiveTime_ms,NumAnts,FoodCount
1,0.136,304,0
2,0.224,294,0
3,0.189,300,0
4,0.111,306,0
5,0.233,308,0
6,0.101,300,0
7,0.099,296,0
8,0.103,302,0
9,0.105,305,0
10,0.11,308,0
11,0.251,319,0
12,0.139,315,0
13,0.272,320,0
14,0.226,320,0
15,0.215,322,0
16,0.166,315,0
17,0.251,312,0
18,0.222,311,0
19,0.217,314,0
20,0.12,313,0
21,0.109,312,0
22,0.122,316,0
23,0.209,305,0
24,0.109,305,0
25,0.256,303,0
26,0.113,302,0
27,0.262,301,0
28,0.117,302,0
29,0.114,306,0
30,0.242,307,0
31,0.221,303,0
32,0.108,303,0
33,0.174,309,0
34,0.103,302,0
35,0.109,301,0
36,0.125,305,0
37,0.112,305,0
38,0.113,302,0
39,0.177,306,0
40,0.188,303,0
41,0.113,312,0
42,0.242,309,0
43,0.105,306,0
44,0.124,306,0
45,0.109,300,0
46,0.19,303,0
47,0.164,300,0
48,0.115,299,0
49,0.111,305,0
50,0.117,309,0
51,0.107,312,0
52,0.202,316,0
53,0.243,315,0
54,0.127,315,0
55,0.218,309,0
56,0.129,310,0
57,0.114,309,0
58,0.107,317,0
59,0.14,320,0
60,0.282,320,0
61,0.298,316,0
62,0.326,314,0
63,0.243,317,0
64,0.212,317,0
65,0.214,313,0
66,0.254,316,0
67,0.189,313,0
68,0.278,325,0
69,0.164,316,0
70,0.315,310,0
71,0.319,303,0
72,0.15,305,0
73,0.171,306,0
74,0.155,315,0
75,0.245,306,0
76,0.18,309,0
77,0.314,311,0
78,0.157,312,0
79,0.162,318,0
80,0.165,315,0
81,0.292,313,0
82,0.158,308,0
83,0.154,312,0
84,0.147,312,0
85,0.144,307,0
86,0.157,310,0
87,0.156,315,0
88,0.161,310,0
89,0.157,315,0
90,0.276,316,0
91,0.185,313,0
92,0.231,316,0
93,0.219,317,0
94,0.174,317,0
95,0.168,315,0
96,0.245,317,0
97,0.238,313,0
98,0.208,306,0
99,0.29,311,0
100,0.171,308,0
101,0.141,315,0
102,0.15,314,0
103,0.215,317,0
104,0.4,314,0
105,0.38,316,0
106,0.181,307,0
107,0.437,307,0
108,0.212,305,0
109,0.119,311,0
110,0.182,303,0
111,0.284,305,0
112,0.222,306,0
113,0.242,309,0
114,0.425,313,0
115,0.341,318,0
116,0.141,305,0
117,0.246,314,0
118,0.106,305,0
119,0.1,303,0
120,0.103,300,0
121,0.098,305,0
122,0.102,302,0
123,0.22,301,0
124,0.118,299,0
125,0.168,295,0
126,0.107,292,0
127,0.174,293,0
128,0.113,301,0
129,0.249,294,0
130,0.115,296,0
131,0.271,295,0
132,0.231,296,0
133,0.133,300,0
134,0.127,297,0
135,0.144,305,0
136,0.133,299,0
137,0.13,299,0
138,0.148,302,0
139,0.245,304,0
140,0.269,305,0
141,0.143,299,0
142,0.144,306,0
143,0.145,314,0
144,0.148,307,0
145,0.168,302,0
146,0.147,308,0
147,0.152,308,0
148,0.149,314,0
149,0.172,314,0
150,0.162,314,0
151,0.17,312,0
152,0.148,311,0
153,0.147,310,0
154,0.219,317,0
155,0.145,315,0
156,0.153,318,0
157,0.284,307,0
158,0.171,318,0
159,0.318,318,0
160,0.152,315,0
161,0.172,311,0
162,0.221,317,0
163,0.148,311,0
164,0.157,313,0
165,0.146,308,0
166,0.142,314,0
167,0.158,308,0
168,0.318,309,0
169,0.164,311,0
170,0.255,310,0
171,0.156,312,0
172,0.164,316,0
173,0.158,314,0
174,0.147,306,0
175,0.257,308,0
176,0.215,305,0
177,0.268,298,0
178,0.202,297,0
179,0.203,295,0
180,0.155,298,0
181,0.142,296,0
182,0.289,292,0
183,0.155,289,0
184,0.237,291,0
185,0.127,293,0
186,0.174,296,0
187,0.14,294,0
188,0.144,292,0
189,0.274,291,0
190,0.147,294,0
191,0.138,292,0
192,0.234,282,0
193,0.229,295,0
194,0.158,290,0
195,0.221,300,0
196,0.144,295,0
197,0.295,294,0
198,0.144,289,0
199,0.15,289,0
200,0.138,294,0
201,0.137,295,0
202,0.152,300,0
203,0.291,290,0
204,0.48,292,0
205,0.153,295,0
206,0.154,293,0
207,0.291,298,0
208,0.15,300,0
209,0.148,290,0
210,0.153,295,0
211,0.184,293,0
212,0.157,297,0
213,0.148,303,0
214,0.157,297,0
215,0.289,304,0
216,0.301,301,0
217,0.159,301,0
218,0.254,293,0
219,0.156,296,0
220,0.153,299,0
221,0.153,291,0
222,0.143,288,0
223,0.156,290,0
224,0.26,290,0
225,0.295,296,0
226,0.315,296,0
227,0.141,297,0
228,0.191,290,0
229,0.141,291,0
230,0.132,293,0
231,0.181,294,0
232,0.163,298,0
233,0.145,297,0
234,0.136,307,0
235,0.322,303,0
236,0.145,297,0
237,0.15,290,0
238,0.136,291,0
239,0.138,284,0
240,0.204,289,0
241,0.124,291,0
242,0.15,285,0
243,0.137,287,0
244,0.157,292,0
245,0.266,285,0
246,0.201,283,0
247,0.133,290,0
248,0.138,292,0
249,0.138,293,0
250,0.136,287,0
251,0.209,284,0
252,0.265,295,0
253,0.151,296,0
254,0.205,295,0
255,0.14,295,0
256,0.148,296,0
257,0.142,293,0
258,0.269,297,0
259,0.134,290,0
260,0.137,296,0
261,0.241,294,0
262,0.138,295,0
263,0.283,291,0
264,0.227,288,0
265,0.131,286,0
266,0.277,291,0
267,0.159,287,0
268,0.142,288,0
269,0.277,291,0
270,0.135,292,0
271,0.134,293,0
272,0.333,297,0
273,0.223,287,0
274,0.273,289,0
275,0.154,294,0
276,0.146,294,0
277,0.132,292,0
278,0.143,300,0
279,0.137,297,0
280,0.243,296,0
281,0.299,298,0
282,0.145,300,0
283,0.235,306,0
284,0.146,305,0
285,0.309,307,0
286,0.147,304,0
287,0.142,304,0
288,0.146,308,0
289,0.147,307,0
290,0.247,296,0
291,0.139,308,0
292,0.221,304,0
293,0.157,305,0
294,0.331,303,0
295,0.273,303,0
296,0.23,305,0
297,0.153,305,0
298,0.17,305,0
299,0.193,300,0
300,0.178,305,0
301,0.161,315,0
302,0.18,303,0
303,0.143,308,0
304,0.213,303,0
305,0.149,309,0
306,0.208,307,0
307,0.139,306,0
308,0.195,302,0
309,0.209,302,0
310,0.139,303,0
311,0.216,307,0
312,0.166,315,0
313,0.221,311,0
314,0.143,310,0
315,0.141,313,0
316,0.145,313,0
317,0.143,310,0
318,0.179,312,0
319,0.14,311,0
320,0.159,319,0
321,0.146,314,0
322,0.257,315,0
323,0.144,310,0
324,0.147,305,0
325,0.335,303,0
326,0.278,303,0
327,0.237,305,0
328,0.157,313,0
329,0.152,308,0
330,0.148,309,0
331,0.269,320,0
332,0.153,320,0
333,0.321,315,0
334,0.143,304,0
335,0.261,313,0
336,0.223,308,0
337,0.139,305,0
338,0.204,310,0
339,0.142,313,0
340,0.174,314,0
341,0.294,314,0
342,0.148,312,0
343,0.141,311,0
344,0.148,306,0
345,0.141,305,0
346,0.257,307,0
347,0.15,313,0
348,0.244,300,0
349,0.228,303,0
350,0.142,305,0
351,0.273,302,0
352,0.157,302,0
353,0.138,303,0
354,0.177,310,0
355,0.228,300,0
356,0.217,302,0
357,0.147,308,0
358,0.195,305,0
359,0.181,310,0
360,0.142,308,0
361,0.222,305,0
362,0.341,303,0
363,0.146,298,0
364,0.185,301,0
365,0.344,302,0
366,0.199,303,0
367,0.196,305,0
368,0.244,306,0
369,0.233,306,0
370,0.233,311,0
371,0.203,299,0
372,0.156,301,0
373,0.312,301,0
374,0.186,308,0
375,0.123,306,0
376,0.284,300,0
377,0.308,301,0
378,0.262,306,0
379,0.297,309,0
380,0.133,308,0
381,0.139,300,0
382,0.241,302,0
383,0.117,303,0
384,0.189,301,0
385,0.222,306,0
386,0.283,295,0
387,0.112,297,0
388,0.123,298,0
389,0.113,293,0
390,0.151,295,0
391,0.115,297,0
392,0.165,296,0
393,0.266,301,0
394,0.269,301,0
395,0.316,299,0
396,0.131,299,0
397,0.148,298,0
398,0.123,303,0
399,0.26,303,0
400,0.134,305,0
401,0.17,306,0
402,0.25,295,0
403,0.116,291,0
404,0.127,292,0
405,0.109,294,0
406,0.21,302,0
407,0.119,301,0
408,0.2,300,0
409,0.142,297,0
410,0.229,299,0
411,0.255,300,0
412,0.113,297,0
413,0.104,293,0
414,0.186,291,0
415,0.206,295,0
416,0.103,300,0
417,0.212,297,0
418,0.203,303,0
419,0.112,304,0
420,0.136,304,0
421,0.241,303,0
422,0.18,305,0
423,0.148,304,0
424,0.111,310,0
425,0.303,312,0
426,0.131,308,0
427,0.136,305,0
428,0.118,299,0
429,0.11,305,0
430,0.203,301,0
431,0.107,302,0
432,0.121,300,0
433,0.176,299,0
434,0.107,297,0
435,0.107,295,0
436,0.155,299,0
437,0.133,306,0
438,0.122,297,0
439,0.12,301,0
440,0.211,296,0
441,0.127,297,0
442,0.215,301,0
443,0.108,298,0
444,0.129,304,0
445,0.228,303,0
446,0.252,304,0
447,0.111,304,0
448,0.21,305,0
449,0.11,305,0
450,0.115,300,0
451,0.263,302,0
452,0.203,300,0
453,0.206,303,0
454,0.112,300,0
455,0.147,298,0
456,0.103,306,0
457,0.163,310,0
458,0.095,307,0
459,0.111,311,0
460,0.194,304,0
461,0.246,302,0
462,0.102,310,0
463,0.112,312,0
464,0.186,313,0
465,0.114,322,0
466,0.117,311,0
