Iteration,ActiveTime_ms,NumAnts,FoodCount
1,0.204,304,0
2,0.11,293,0
3,0.091,297,0
4,0.089,294,0
5,0.087,294,0
6,0.08,293,0
7,0.081,299,0
8,0.081,299,0
9,0.129,291,0
10,0.101,302,0
11,0.194,303,0
12,0.135,298,0
13,0.143,298,0
14,0.108,296,0
15,0.305,301,0
16,0.129,300,0
17,0.303,299,0
18,0.1,297,0
19,0.119,293,0
20,0.098,296,0
21,0.105,299,0
22,0.092,289,0
23,0.092,297,0
24,0.122,297,0
25,0.155,297,0
26,0.146,294,0
27,0.097,300,0
28,0.114,288,0
29,0.087,289,0
30,0.21,286,0
31,0.087,288,0
32,0.158,290,0
33,0.131,296,0
34,0.095,297,0
35,0.186,298,0
36,0.225,297,0
37,0.212,298,0
38,0.116,303,0
39,0.1,306,0
40,0.113,305,0
41,0.213,303,0
42,0.113,302,0
43,0.156,298,0
44,0.21,305,0
45,0.09,302,0
46,0.139,301,0
47,0.118,303,0
48,0.098,293,0
49,0.107,300,0
50,0.096,295,0
51,0.175,296,0
52,0.096,301,0
53,0.154,301,0
54,0.094,300,0
55,0.093,297,0
56,0.154,302,0
57,0.092,296,0
58,0.09,299,0
59,0.241,293,0
60,0.236,300,0
61,0.2,300,0
62,0.176,311,0
63,0.173,304,0
64,0.184,308,0
65,0.149,307,0
66,0.151,305,0
67,0.357,308,0
68,0.195,310,0
69,0.185,311,0
70,0.223,307,0
71,0.132,305,0
72,0.131,304,0
73,0.134,306,0
74,0.292,307,0
75,0.137,307,0
76,0.133,305,0
77,0.218,307,0
78,0.131,309,0
79,0.234,309,0
80,0.156,310,0
81,0.168,312,0
82,0.138,314,0
83,0.134,315,0
84,0.124,311,0
85,0.119,310,0
86,0.133,312,0
87,0.284,316,0
88,0.272,304,0
89,0.191,310,0
90,0.139,314,0
91,0.331,313,0
92,0.147,308,0
93,0.137,306,0
94,0.17,307,0
95,0.125,310,0
96,0.125,302,0
97,0.134,300,0
98,0.137,306,0
99,0.12,307,0
100,0.143,308,0
101,0.25,309,0
102,0.156,312,0
103,0.285,306,0
104,0.438,304,0
105,0.218,310,0
106,0.17,306,0
107,0.162,313,0
108,0.3,316,0
109,0.213,321,0
110,0.166,308,0
111,0.195,309,0
112,0.275,302,0
113,0.179,314,0
114,0.18,316,0
115,0.154,313,0
116,0.124,320,0
117,0.223,324,0
118,0.09,323,0
119,0.215,327,0
120,0.104,323,0
121,0.092,321,0
122,0.205,321,0
123,0.099,319,0
124,0.165,319,0
125,0.139,321,0
126,0.096,317,0
127,0.231,315,0
128,0.1,314,0
129,0.107,313,0
130,0.107,311,0
131,0.203,316,0
132,0.124,311,0
133,0.13,313,0
134,0.113,313,0
135,0.112,313,0
136,0.113,314,0
137,0.265,310,0
138,0.235,304,0
139,0.119,310,0
140,0.251,305,0
141,0.118,309,0
142,0.255,309,0
143,0.128,315,0
144,0.133,318,0
145,0.147,313,0
146,0.127,315,0
147,0.136,314,0
148,0.131,317,0
149,0.13,317,0
150,0.139,313,0
151,0.131,319,0
152,0.135,320,0
153,0.125,324,0
154,0.206,323,0
155,0.17,324,0
156,0.138,313,0
157,0.268,322,0
158,0.135,316,0
159,0.12,318,0
160,0.237,318,0
161,0.128,324,0
162,0.181,318,0
163,0.209,319,0
164,0.177,327,0
165,0.13,322,0
166,0.252,328,0
167,0.166,320,0
168,0.22,320,0
169,0.142,326,0
170,0.146,325,0
171,0.16,325,0
172,0.231,327,0
173,0.254,325,0
174,0.266,326,0
175,0.263,318,0
176,0.225,325,0
177,0.135,325,0
178,0.125,326,0
179,0.225,319,0
180,0.231,322,0
181,0.19,326,0
182,0.243,327,0
183,0.134,330,0
184,0.138,326,0
185,0.12,333,0
186,0.129,337,0
187,0.173,336,0
188,0.167,341,0
189,0.133,342,0
190,0.136,342,0
191,0.242,341,0
192,0.164,340,0
193,0.258,341,0
194,0.197,341,0
195,0.139,334,0
196,0.266,338,0
197,0.133,334,0
198,0.131,334,0
199,0.136,342,0
200,0.137,341,0
201,0.134,338,0
202,0.135,344,0
203,0.148,338,0
204,0.179,338,0
205,0.189,344,0
206,0.324,340,0
207,0.151,344,0
208,0.244,341,0
209,0.149,347,0
210,0.151,343,0
211,0.166,351,0
212,0.161,338,0
213,0.306,336,0
214,0.155,340,0
215,0.147,345,0
216,0.153,343,0
217,0.149,346,0
218,0.295,349,0
219,0.28,345,0
220,0.182,346,0
221,0.153,343,0
222,0.148,349,0
223,0.155,343,0
224,0.232,347,0
225,0.269,344,0
226,0.145,348,0
227,0.139,343,0
228,0.245,342,0
229,0.138,348,0
230,0.138,346,0
231,0.197,341,0
232,0.359,343,0
233,0.145,350,0
234,0.296,347,0
235,0.191,346,0
236,0.135,346,0
237,0.142,341,0
238,0.139,344,0
239,0.133,340,0
240,0.283,348,0
241,0.197,342,0
242,0.171,342,0
243,0.148,349,0
244,0.176,351,0
245,0.281,358,0
246,0.148,353,0
247,0.136,356,0
248,0.147,353,0
249,0.22,349,0
250,0.165,352,0
251,0.148,344,0
252,0.164,342,0
253,0.154,342,0
254,0.204,346,0
255,0.233,346,0
256,0.234,335,0
257,0.265,339,0
258,0.139,339,0
259,0.127,329,0
260,0.138,340,0
261,0.305,347,0
262,0.253,336,0
263,0.136,344,0
264,0.135,345,0
265,0.137,350,0
266,0.153,347,0
267,0.213,347,0
268,0.269,347,0
269,0.14,351,0
270,0.144,351,0
271,0.135,353,0
272,0.23,353,0
273,0.302,354,0
274,0.303,349,0
275,0.274,351,0
276,0.256,355,0
277,0.138,355,0
278,0.141,348,0
279,0.223,351,0
280,0.161,359,0
281,0.34,352,0
282,0.328,349,0
283,0.185,355,0
284,0.151,352,0
285,0.169,353,0
286,0.14,356,0
287,0.209,352,0
288,0.141,356,0
289,0.138,360,0
290,0.271,354,0
291,0.16,353,0
292,0.153,350,0
293,0.152,351,0
294,0.156,347,0
295,0.295,349,0
296,0.211,342,0
297,0.149,353,0
298,0.169,351,0
299,0.344,346,0
300,0.177,345,0
301,0.151,343,0
302,0.178,350,0
303,0.222,346,0
304,0.186,348,0
305,0.203,357,0
306,0.141,356,0
307,0.294,355,0
308,0.163,357,0
309,0.137,351,0
310,0.137,353,0
311,0.143,352,0
312,0.202,347,0
313,0.137,354,0
314,0.322,359,0
315,0.31,355,0
316,0.16,355,0
317,0.136,356,0
318,0.239,356,0
319,0.259,359,0
320,0.169,363,0
321,0.14,353,0
322,0.146,347,0
323,0.246,357,0
324,0.147,352,0
325,0.166,358,0
326,0.144,353,0
327,0.139,351,0
328,0.147,355,0
329,0.261,350,0
330,0.145,352,0
331,0.251,348,0
332,0.169,348,0
333,0.248,348,0
334,0.142,349,0
335,0.14,349,0
336,0.258,339,0
337,0.198,345,0
338,0.132,344,0
339,0.295,344,0
340,0.143,349,0
341,0.309,352,0
342,0.14,353,0
343,0.134,354,0
344,0.144,348,0
345,0.23,355,0
346,0.141,355,0
347,0.302,351,0
348,0.297,354,0
349,0.146,356,0
350,0.147,351,0
351,0.133,349,0
352,0.201,352,0
353,0.136,349,0
354,0.145,344,0
355,0.223,351,0
356,0.504,352,0
357,0.163,351,0
358,0.151,354,0
359,0.291,352,0
360,0.159,351,0
361,0.215,352,0
362,0.19,351,0
363,0.146,353,0
364,0.348,351,0
365,0.198,354,0
366,0.398,354,0
367,0.393,347,0
368,0.458,348,0
369,0.252,351,0
370,0.288,351,0
371,0.155,347,0
372,0.292,351,0
373,0.137,346,0
374,0.261,344,0
375,0.307,349,0
376,0.308,346,0
377,0.329,348,0
378,0.291,345,0
379,0.131,347,0
380,0.128,349,0
381,0.29,346,0
382,0.242,350,0
383,0.13,353,0
384,0.232,351,0
385,0.124,354,0
386,0.126,352,0
387,0.141,349,0
388,0.189,350,0
389,0.147,352,0
390,0.122,350,0
391,0.194,356,0
392,0.277,357,0
393,0.227,356,0
394,0.164,350,0
395,0.116,351,0
396,0.122,347,0
397,0.25,347,0
398,0.11,342,0
399,0.118,344,0
400,0.105,341,0
401,0.248,334,0
