Iteration,ActiveTime_ms,NumAnts,FoodCount
1,0.39,589,0
2,0.334,589,0
3,0.256,590,0
4,0.247,587,0
5,0.234,595,0
6,0.306,600,0
7,0.296,591,0
8,0.22,591,0
9,0.245,591,0
10,0.283,587,0
11,0.232,582,0
12,0.317,591,0
13,0.264,592,0
14,0.31,589,0
15,0.489,584,0
16,0.458,582,0
17,0.335,581,0
18,0.417,585,0
19,0.231,584,0
20,0.42,580,0
21,0.259,581,0
22,0.245,584,0
23,0.299,595,0
24,0.271,592,0
25,0.267,590,0
26,0.275,589,0
27,0.276,589,0
28,0.278,595,0
29,0.298,593,0
30,0.398,586,0
31,0.467,590,0
32,0.463,596,0
33,0.422,598,0
34,0.321,592,0
35,0.352,594,0
36,0.348,600,0
37,0.409,593,0
38,0.386,600,0
39,0.451,598,0
40,0.358,602,0
41,0.538,602,0
42,0.432,602,0
43,0.363,596,0
44,0.532,598,0
45,0.568,593,0
46,0.388,592,0
47,0.428,585,0
48,0.594,592,0
49,0.397,595,0
50,0.299,595,0
51,0.308,599,0
52,0.29,605,0
53,0.387,594,0
54,0.432,597,0
55,0.335,601,0
56,0.43,599,0
57,0.386,603,0
58,0.466,604,0
59,0.33,595,0
60,0.318,602,0
61,0.327,598,0
62,0.476,601,0
63,0.365,598,0
64,0.363,599,0
65,0.422,600,0
66,0.436,596,0
67,0.357,592,0
68,0.431,597,0
69,0.429,605,0
70,0.421,604,0
71,0.524,604,0
72,0.414,607,0
73,0.405,600,0
74,0.487,597,0
75,0.461,592,0
76,0.436,595,0
77,0.417,593,0
78,0.447,601,0
79,0.406,600,0
80,0.594,601,0
81,0.43,597,0
82,0.413,598,0
83,0.472,595,0
84,0.43,593,0
85,0.556,596,0
86,0.548,598,0
87,0.476,599,0
88,0.565,596,0
89,0.409,594,0
90,0.567,596,0
91,0.41,599,0
92,0.412,594,0
93,0.409,597,0
94,0.574,598,0
95,0.477,593,0
96,0.425,601,0
97,0.434,601,0
98,0.576,600,0
99,0.448,594,0
100,0.402,595,0
101,0.428,586,0
102,0.863,594,0
103,0.765,588,0
104,0.73,587,0
105,0.499,587,0
106,0.397,590,0
107,0.562,592,0
108,0.502,583,0
109,0.502,589,0
110,0.385,588,0
111,0.308,584,0
112,0.371,585,0
113,0.482,594,0
114,0.522,585,0
115,0.381,578,0
116,0.479,579,0
117,0.436,579,0
118,0.375,584,0
119,0.446,580,0
120,0.46,580,0
121,0.42,580,0
122,0.346,580,0
123,0.343,588,0
124,0.359,587,0
125,0.351,588,0
126,0.394,585,0
127,0.352,585,0
128,0.381,583,0
129,0.456,579,0
130,0.489,585,0
131,0.36,591,0
132,0.543,589,0
133,0.524,594,0
134,0.399,593,0
135,0.514,600,0
136,0.536,593,0
137,0.543,601,0
138,0.417,598,0
139,0.426,602,0
140,0.578,605,0
141,0.453,601,0
142,0.419,608,0
143,0.416,604,0
144,0.417,604,0
145,0.417,604,0
146,0.442,604,0
147,0.563,605,0
148,0.464,601,0
149,0.547,595,0
150,0.552,600,0
151,0.548,601,0
152,0.465,597,0
153,0.405,612,0
154,0.451,605,0
155,0.603,608,0
156,0.433,604,0
