Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
2360,1.56067,0.357663,0.0077426
2370,1.0291,0.279594,0.0085927
2380,1.27414,0.406017,0.0073735
2390,1.53603,0.805415,0.0107602
2400,0.956241,0.268263,0.0071206
2410,0.849913,0.216296,0.0078299
2420,0.832992,0.234741,0.0061018
2430,0.891964,0.263729,0.0063976
2440,0.764443,0.243317,0.0066512
2450,0.769127,0.244171,0.0083303
2460,0.777091,0.221091,0.0077361
2470,0.799058,0.247603,0.0069163
2480,0.710698,0.237822,0.0095339
2490,0.740367,0.225364,0.0065479
2500,0.82392,0.234812,0.0055866
2510,0.794268,0.265175,0.0089938
2520,0.719436,0.227111,0.0076345
2530,0.757615,0.281352,0.0081295
2540,1.03775,0.354699,0.0082336
2550,1.13105,0.461346,0.0102586
2560,1.22704,0.343932,0.0070207
2570,1.34209,0.317577,0.0068109
2580,0.916218,0.288128,0.0075254
2590,1.3618,0.29475,0.0086602
2600,0.946671,0.261326,0.0080236
2610,1.27481,0.284184,0.0075596
2620,1.03759,0.414577,0.0081081
2630,1.13753,0.26084,0.0095752
2640,0.902937,0.2448,0.0086807
2650,0.711298,0.210663,0.008462
2660,0.731874,0.210633,0.007529
2670,0.954479,0.347806,0.0090344
2680,0.922848,0.2741,0.0089064
2690,0.767061,0.208336,0.0080515
2700,0.712976,0.225464,0.0084803
2710,0.876007,0.218295,0.0081367
2720,0.835436,0.24744,0.0067648
2730,1.08473,0.240871,0.0073629
2740,0.887377,0.266417,0.0090571
2750,0.827502,0.235121,0.0110641
2760,0.72425,0.213814,0.0086951
2770,1.24294,0.419784,0.014803
2780,1.1898,0.311998,0.0087291
2790,0.839263,0.247266,0.0086459
2800,0.879411,0.244527,0.0089136
2810,0.837086,0.353058,0.0096171
2820,1.27447,0.319155,0.0118994
2830,1.07497,0.340001,0.0098805
2840,0.947386,0.251365,0.0096659
2850,1.00575,0.26798,0.0121753
2860,0.852774,0.259184,0.0096239
2870,0.986834,0.292226,0.0097859
2880,1.00131,0.400117,0.0107857
