Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
1730,0.520353,0.325722,0.011411
1740,0.520444,0.248451,0.0097593
1750,0.55785,0.286177,0.0114127
1760,0.537845,0.309059,0.0084372
1770,0.571655,0.308509,0.0121929
1780,0.491025,0.310191,0.0093188
1790,0.598965,0.298886,0.0150569
1800,0.46665,0.314935,0.0096336
1810,0.552769,0.289352,0.0086571
1820,0.514128,0.287636,0.0095155
1830,0.618085,0.348305,0.0091976
1840,0.650074,0.303813,0.0176266
1850,0.774902,0.316656,0.009494
1860,0.557707,0.242679,0.0068147
1870,0.511645,0.25139,0.0091989
1880,0.491936,0.255238,0.0088959
1890,0.496284,0.292277,0.0078131
1900,0.485357,0.258391,0.009942
1910,0.432019,0.265982,0.0123207
1920,0.524211,0.250736,0.0114646
1930,0.482566,0.236504,0.0079622
1940,0.54984,0.285461,0.0106625
1950,0.490385,0.266665,0.0115071
1960,0.571484,0.303358,0.0100645
1970,0.416239,0.250316,0.0095905
1980,0.520383,0.291188,0.0105321
1990,0.448777,0.280081,0.0077181
2000,0.470127,0.232443,0.0083975
2010,0.426467,0.241044,0.0101811
2020,0.511229,0.259007,0.011499
2030,0.476995,0.292753,0.0093584
2040,0.504532,0.215532,0.0081146
2050,0.518201,0.268215,0.0082978
2060,0.448944,0.243935,0.0087529
2070,0.48524,0.22209,0.0077419
2080,0.499324,0.241658,0.0081446
2090,0.476405,0.198164,0.0095818
2100,0.459823,0.256012,0.0090487
2110,0.429451,0.208843,0.0078226
2120,0.425357,0.22804,0.0077043
2130,0.415295,0.234836,0.0095998
2140,0.497389,0.262636,0.0085801
2150,0.477025,0.258372,0.01069
2160,0.451141,0.222748,0.0089524
2170,0.560125,0.24224,0.0141915
2180,0.451833,0.223139,0.006947
2190,0.443676,0.270661,0.00874
2200,0.417,0.221474,0.0075469
2210,0.519846,0.265259,0.0090262
2220,0.54349,0.284857,0.0065826
2230,0.497314,0.346489,0.0092755
2240,0.464869,0.462441,0.0073497
2250,0.431317,0.267323,0.0126468
2260,0.437283,0.251719,0.0104804
2270,0.443786,0.28542,0.0084918
2280,0.432193,0.258284,0.0096202
2290,0.444739,0.314184,0.0118886
2300,0.462213,0.243813,0.0095239
2310,0.442123,0.28308,0.00856
2320,0.430568,0.256816,0.0085918
2330,0.501891,0.301298,0.0122055
2340,0.462569,0.28108,0.0067283
2350,0.481179,0.229236,0.0094353
2360,0.396399,0.258049,0.0085659
2370,0.444499,0.282878,0.0073298
2380,0.460223,0.256541,0.0080183
2390,0.427463,0.255554,0.0109044
2400,0.461679,0.25208,0.0086244
2410,0.442511,0.256495,0.0108581
2420,0.497263,0.262682,0.0072979
2430,0.462199,0.214337,0.011807
2440,0.446851,0.291276,0.0073529
2450,0.50544,0.263951,0.0104053
2460,0.492651,0.306789,0.0074273
2470,0.420079,0.235494,0.006938
2480,0.440171,0.195387,0.0089177
2490,1.05808,0.443197,0.0071152
2500,0.430334,0.250407,0.008247
2510,0.428461,0.207222,0.008425
2520,0.434236,0.231498,0.0080612
2530,0.418596,0.210785,0.0068467
2540,0.413987,0.229888,0.006703
2550,0.469211,0.276303,0.0072861
2560,0.432296,0.211476,0.0061746
2570,0.426209,0.215538,0.0075071
2580,0.474675,0.253924,0.0096966
2590,0.499435,0.24185,0.0064907
2600,0.437501,0.249465,0.0061477
2610,0.413055,0.201804,0.006557
2620,0.427626,0.213605,0.0075241
2630,0.433217,0.216329,0.0068806
2640,0.421822,0.235135,0.0068317
2650,0.439165,0.222341,0.0061824
2660,0.424328,0.221113,0.0072115
2670,0.399827,0.212213,0.0064789
2680,0.425932,0.219093,0.0069505
2690,0.52117,0.255135,0.0066806
2700,0.462396,0.263977,0.0071535
2710,0.395521,0.214275,0.0076831
2720,0.438828,0.202244,0.0064328
2730,0.460181,0.19896,0.0060609
2740,0.434701,0.186556,0.0058134
2750,0.435004,0.171734,0.0058237
2760,0.445096,0.231451,0.0076941
2770,0.406061,0.232897,0.0065893
2780,0.429549,0.221853,0.0061051
2790,0.384269,0.21619,0.0064312
2800,0.447048,0.229493,0.0059352
2810,0.453907,0.211448,0.0126234
2820,0.418819,0.229399,0.0078557
2830,0.428114,0.211485,0.0075793
2840,0.414113,0.271246,0.0066639
2850,0.433978,0.239996,0.0066284
2860,0.383194,0.208996,0.0071947
2870,0.433591,0.211239,0.0071245
2880,0.408895,0.220454,0.0068309
