Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
1560,0.649705,0.263324,0.011004
1570,0.669001,0.267294,0.0101539
1580,0.696209,0.272374,0.0177626
1590,0.625637,0.235866,0.0092841
1600,0.855247,0.263716,0.0155087
1610,0.644122,0.277601,0.0099451
1620,0.601288,0.263712,0.006941
1630,0.573611,0.292171,0.010799
1640,0.54837,0.280523,0.0080498
1650,0.577061,0.302889,0.0139116
1660,0.659081,0.233165,0.0093611
1670,0.598349,0.218707,0.0087902
1680,0.657105,0.257285,0.0102155
1690,0.626745,0.236141,0.0102578
1700,0.6354,0.253958,0.0095431
1710,0.618342,0.36889,0.0099587
1720,0.668655,0.27263,0.0179277
1730,0.622711,0.24816,0.0080904
1740,0.668265,0.26664,0.0160152
1750,0.620415,0.254793,0.0112702
1760,0.844875,0.915862,0.0071444
1770,0.599256,0.270037,0.0080162
1780,0.628025,0.281686,0.0086254
1790,0.609418,0.288917,0.009028
1800,0.560874,0.272712,0.0069147
1810,0.621268,0.233215,0.010403
1820,0.754034,0.263945,0.0091972
1830,0.547308,0.277698,0.0082535
1840,0.558307,0.308741,0.0073612
1850,0.513218,0.2776,0.0084082
1860,0.560378,0.28948,0.0114171
1870,0.543042,0.27944,0.0091994
1880,0.551356,0.216835,0.0073786
1890,0.588947,0.312205,0.0074396
1900,0.524695,0.296191,0.0114381
1910,0.527219,0.275171,0.0108765
1920,0.472408,0.172122,0.0063034
1930,0.565805,0.2383,0.0083617
1940,0.552376,0.206746,0.0085506
1950,0.467622,0.197126,0.0083572
1960,0.551592,0.327099,0.0082956
1970,0.494618,0.236436,0.0072756
1980,0.561808,0.23599,0.0095692
1990,0.624834,0.273332,0.0071546
2000,0.627335,0.272904,0.0094743
2010,0.588114,0.332886,0.0160759
2020,0.547348,0.250354,0.00889
2030,0.543024,0.293356,0.0139336
2040,0.548839,0.315798,0.0181955
2050,0.57895,0.265258,0.0089676
2060,0.565651,0.268881,0.0157965
2070,0.558242,0.224864,0.0081455
2080,0.516003,0.192762,0.0061181
2090,0.544235,0.199747,0.0075684
2100,0.58119,0.217911,0.0087671
2110,0.545793,0.240992,0.010009
2120,0.511078,0.243524,0.0069736
2130,0.542016,0.263428,0.0069092
2140,0.591062,0.215954,0.0088937
2150,0.540715,0.228989,0.0069424
2160,0.564823,0.219216,0.0063481
2170,0.636188,0.253406,0.0063431
2180,0.608421,0.248402,0.0098465
2190,0.68056,0.295466,0.0138504
2200,0.641488,0.214019,0.0181792
2210,0.596668,0.265856,0.0144585
2220,0.713192,0.274595,0.0153305
2230,0.557236,0.209551,0.0076469
2240,0.57383,0.203186,0.0060349
2250,0.655605,0.276438,0.0154538
2260,0.629621,0.293559,0.0066646
2270,0.496616,0.266211,0.0066043
2280,0.539902,0.258485,0.0149483
2290,0.576708,0.231677,0.0063316
2300,0.511788,0.271022,0.0053424
2310,0.528778,0.219083,0.0082831
2320,0.547711,0.2562,0.0081075
2330,0.546143,0.270572,0.006889
2340,0.508037,0.240498,0.0059385
2350,0.503018,0.239812,0.0058283
2360,0.515463,0.241289,0.0078034
2370,0.567753,0.260979,0.0079543
2380,0.503151,0.266758,0.0064123
2390,0.56812,0.258985,0.0147061
2400,0.549559,0.260504,0.0100137
2410,0.555894,0.254123,0.0162152
2420,0.608587,0.260718,0.0152978
2430,0.641134,0.239835,0.0078711
2440,0.602573,0.230836,0.0168555
2450,0.582747,0.238974,0.0103711
2460,0.50473,0.225128,0.0053955
2470,0.533098,0.227678,0.0065385
2480,0.559267,0.207197,0.005765
2490,0.533878,0.258223,0.0128041
2500,0.51423,0.258451,0.0158994
2510,0.52379,0.211023,0.0060731
2520,0.525779,0.208982,0.0056118
2530,0.550778,0.243698,0.0091257
2540,0.482312,0.213353,0.0098957
2550,0.523003,0.22477,0.0061403
2560,0.493202,0.187433,0.0056678
2570,0.53512,0.240333,0.0059145
2580,0.523882,0.229192,0.0079937
2590,0.535981,0.227063,0.0070408
2600,0.526845,0.211096,0.0059211
2610,0.534858,0.208089,0.0142867
2620,0.518087,0.239709,0.0055973
2630,0.44804,0.190716,0.005985
2640,0.494003,0.209593,0.011382
2650,0.488023,0.195024,0.0090718
2660,0.481851,0.210495,0.0081159
2670,0.478796,0.20844,0.0054506
2680,0.460604,0.237535,0.0075764
2690,0.529171,0.243019,0.0105711
2700,0.528636,0.236291,0.0052146
2710,0.510341,0.217938,0.007006
2720,0.550081,0.221331,0.0071135
2730,0.518834,0.230738,0.0060015
2740,0.549675,0.253212,0.0137058
2750,0.547175,0.257865,0.0176133
2760,0.532283,0.212283,0.0148789
2770,0.488403,0.20465,0.01234
2780,0.495356,0.197691,0.0056381
2790,0.491995,0.221667,0.0056871
2800,0.512561,0.235616,0.0175303
2810,0.50146,0.215731,0.0156541
2820,0.537769,0.226343,0.015112
2830,0.555041,0.234496,0.0159966
2840,0.564145,0.250896,0.0158205
2850,0.52891,0.256786,0.0135034
2860,0.522419,0.225832,0.0150972
2870,0.547554,0.247891,0.0149209
2880,0.517849,0.250494,0.0065119
