Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
1330,1.6918,0.593924,0.0107288
1340,1.77433,0.5619,0.0109196
1350,1.77021,0.54546,0.006366
1360,1.65347,0.519443,0.0082195
1370,1.6455,0.543403,0.0068732
1380,1.67276,0.638283,0.0079237
1390,1.98177,0.59454,0.0093901
1400,1.5883,0.502026,0.0061079
1410,2.09739,0.560687,0.0101517
1420,1.59264,0.506682,0.0056415
1430,1.53501,0.527725,0.0066488
1440,1.7681,0.533867,0.0082677
1450,1.96013,0.52297,0.0092797
1460,1.80145,0.534853,0.0067039
1470,1.79155,0.517617,0.0062763
1480,1.65763,0.510089,0.0052418
1490,1.64245,0.560421,0.0054973
1500,1.6958,0.485905,0.0055146
1510,1.7528,0.543698,0.0060756
1520,1.59177,0.525875,0.006229
1530,1.57843,0.554656,0.005729
1540,1.62325,0.571279,0.0057689
1550,1.58208,0.571413,0.0055005
1560,1.76895,0.563869,0.0076002
1570,1.82842,0.52168,0.008206
1580,1.55205,0.545892,0.0058916
1590,1.63525,0.572949,0.0080242
1600,1.73849,0.470244,0.0093069
1610,1.97231,0.47586,0.0057578
1620,1.8629,0.46065,0.0071912
1630,1.67051,0.448055,0.0066897
1640,1.90794,0.541437,0.0113905
1650,1.52831,0.418729,0.0049482
1660,2.41376,0.539461,0.0074674
1670,1.55827,0.422968,0.0053442
1680,1.56881,0.47106,0.0100949
1690,1.71005,0.501038,0.0088354
1700,1.70219,0.470537,0.0094058
1710,1.55934,0.425152,0.0094904
1720,1.56377,0.461498,0.0077846
1730,1.64008,0.441387,0.0078202
1740,1.50823,0.478024,0.0085785
1750,1.92477,0.489265,0.0080506
1760,1.83899,0.502145,0.008791
1770,2.11709,0.481625,0.0087149
1780,1.72732,0.469821,0.0061861
1790,1.78188,0.409045,0.0049448
1800,1.51777,0.346674,0.0047823
1810,1.53775,0.374077,0.0076767
1820,1.65595,0.384587,0.0077314
1830,1.62391,0.38208,0.0074756
1840,1.46342,0.405551,0.007185
1850,1.72291,0.403062,0.0063137
1860,1.99176,0.498461,0.0072313
1870,1.73643,0.405719,0.0051051
1880,1.53703,0.419286,0.0056064
1890,1.72576,0.460909,0.0101504
1900,1.36693,0.384533,0.0077179
1910,1.45005,0.390267,0.0058741
1920,1.43763,0.406793,0.0052
1930,1.42894,0.38775,0.0066972
1940,1.33557,0.392496,0.0076312
1950,1.41452,0.400194,0.0070957
1960,1.41326,0.381296,0.0075012
1970,1.42062,0.362675,0.0053676
1980,1.5074,0.344431,0.0049487
1990,1.3692,0.370271,0.0062859
2000,1.39736,0.350183,0.0051856
2010,1.35923,0.339329,0.0044296
2020,1.40894,0.356147,0.0049131
2030,1.54783,0.428237,0.0099379
2040,1.37406,0.388266,0.0073098
2050,1.58589,0.406594,0.00571
2060,1.39677,0.368126,0.0056354
2070,1.50422,0.387957,0.0086093
2080,1.53112,0.367437,0.007476
2090,1.91641,0.419576,0.0079057
2100,1.66847,0.372561,0.0071913
2110,1.51742,0.352841,0.0062816
2120,1.49576,0.349032,0.0068007
2130,1.57785,0.344863,0.0044334
2140,1.4668,0.395356,0.0050631
2150,1.38313,0.377722,0.0044758
2160,1.37723,0.402195,0.0075035
2170,1.42048,0.424558,0.0079149
2180,1.37496,0.419726,0.0079399
2190,1.40502,0.362041,0.0081044
2200,1.5107,0.391273,0.0075743
2210,1.5316,0.40952,0.0106906
2220,1.37202,0.404613,0.0063699
2230,1.39182,0.377149,0.0076789
2240,1.33776,0.398518,0.0076018
2250,1.42639,0.384424,0.0078467
2260,1.50651,0.418168,0.0084117
2270,1.47516,0.415408,0.0083504
2280,1.38038,0.410895,0.0091446
2290,1.35257,0.345358,0.0047004
2300,1.34732,0.39583,0.0070017
2310,1.32643,0.379319,0.0051365
2320,1.30807,0.359159,0.004953
2330,1.32049,0.350126,0.0042528
2340,1.31206,0.353344,0.0041558
2350,1.29771,0.357773,0.0045442
2360,1.28582,0.35891,0.0059429
2370,1.27841,0.364202,0.0045701
2380,1.284,0.321191,0.0046008
2390,1.34744,0.389977,0.0066742
2400,1.28268,0.34336,0.005135
2410,1.23894,0.377503,0.0079138
2420,1.21978,0.36409,0.0079179
2430,1.22655,0.37908,0.0074334
2440,1.20973,0.380824,0.0074385
2450,1.23644,0.381085,0.0072724
2460,1.20528,0.368333,0.0067187
2470,1.47187,0.409748,0.0055605
2480,1.26144,0.368401,0.0049889
2490,1.3133,0.38516,0.0051786
2500,1.27111,0.349925,0.0041072
2510,1.39158,0.400681,0.0058297
2520,1.25053,0.397894,0.0081868
2530,1.26747,0.359823,0.0056137
2540,1.30911,0.363135,0.0046318
2550,1.26017,0.3232,0.0043461
2560,1.231,0.311327,0.0040657
2570,1.26988,0.339045,0.004316
2580,1.33269,0.355344,0.0043278
2590,1.2531,0.33749,0.0041368
2600,1.21676,0.317668,0.0044899
2610,1.23355,0.338815,0.0049612
2620,1.23495,0.335848,0.0042957
2630,1.22145,0.316942,0.0040739
2640,1.22851,0.356815,0.0077401
2650,1.27385,0.374204,0.0074849
2660,1.22419,0.367222,0.0074031
2670,1.25431,0.362675,0.0070419
2680,1.2302,0.366434,0.0071448
2690,1.35585,0.359055,0.0063481
2700,1.26615,0.344501,0.0043115
2710,1.18336,0.336295,0.0041898
2720,1.27171,0.32845,0.0041329
2730,1.22483,0.337171,0.004142
2740,1.22375,0.336779,0.0041094
2750,1.26737,0.356823,0.0042404
2760,1.33225,0.36376,0.0049344
2770,1.59298,0.459915,0.0061191
2780,1.40853,0.365782,0.0047135
2790,1.4336,0.4185,0.0046026
2800,1.36448,0.378797,0.0045028
2810,1.23717,0.407636,0.007086
2820,1.22046,0.312906,0.0044329
2830,1.33514,0.422986,0.0047549
2840,1.3876,0.341326,0.0043011
2850,1.32309,0.331492,0.004355
2860,1.28211,0.309083,0.0040299
2870,1.21914,0.323493,0.0044182
2880,1.3131,0.363563,0.0061929
