Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
10,1.36143,0.530493,0.0102542
20,1.85127,0.538832,0.0194111
30,2.06231,0.461939,0.0177019
40,2.16398,0.529803,0.0184137
50,2.13384,0.53842,0.020822
60,2.09889,0.402318,0.0201979
70,2.14239,0.483333,0.0177415
80,2.16623,0.5401,0.0199883
90,2.00148,0.503836,0.0255293
100,2.09849,0.566136,0.0205768
110,1.99876,0.462058,0.0187846
120,2.07027,0.489611,0.020963
130,2.17149,0.559823,0.034733
140,2.23082,0.526437,0.0192664
150,2.12931,0.47384,0.0195601
160,1.28287,0.49282,0.0122244
170,1.31885,0.385325,0.0122576
180,1.71384,0.521165,0.0290341
190,1.76182,0.519189,0.0636487
200,1.22719,0.381995,0.0213438
210,1.6954,0.619537,0.0144884
220,1.55967,0.758651,0.0195306
230,1.63826,0.494285,0.0176452
240,1.72183,0.373541,0.021262
250,1.48307,0.310365,0.0173703
260,1.83675,0.467112,0.0249317
270,1.53689,0.450943,0.0272094
280,1.70919,0.556573,0.0239496
290,1.81062,0.508723,0.0254102
300,1.56178,0.502175,0.0414761
310,1.47488,0.417918,0.0435893
320,1.86122,0.579341,0.0647003
330,1.89361,0.567307,0.0383877
340,1.49274,0.398506,0.0240788
350,1.95704,0.553542,0.0448729
360,1.82593,0.534974,0.0271439
370,1.46017,0.409516,0.0307272
380,1.54204,0.439226,0.0266925
390,1.34087,0.377714,0.0373884
400,1.90943,0.547268,0.0315651
410,1.51537,0.497708,0.0505657
420,2.11351,0.584799,0.0528766
430,1.83054,0.576559,0.0295095
440,2.03153,0.594973,0.0457753
450,1.80401,0.514428,0.0321773
460,2.0037,0.537376,0.0267943
470,2.08129,0.493451,0.0265384
480,1.80347,0.48282,0.0398411
490,1.73514,0.486931,0.0598916
500,1.4435,0.411204,0.0287124
510,1.92851,0.476175,0.0224537
520,1.96006,0.492589,0.0265511
530,1.49201,0.434888,0.0268777
540,1.49051,0.37651,0.0354785
550,1.92231,0.414054,0.0241413
560,1.57975,0.37684,0.0583743
570,1.29592,0.370838,0.018607
580,1.39827,0.407346,0.0174682
590,1.23162,0.566458,0.0157689
600,1.54607,0.399756,0.0212822
610,1.59226,0.443831,0.0369101
620,1.60643,0.404146,0.0255545
630,1.87302,0.45871,0.0213269
640,2.00701,0.450724,0.0197243
650,1.97562,0.462951,0.0200805
660,1.95893,0.432596,0.0458016
670,1.30714,0.357831,0.0430318
680,1.09841,0.375916,0.0324174
690,1.70267,0.562076,0.028335
700,1.34513,0.350312,0.022133
710,1.79163,0.469841,0.0248687
720,1.80436,0.465597,0.0229321
730,1.76994,0.434022,0.0231335
740,0.865782,0.296533,0.0081548
750,1.17198,0.370874,0.0171899
760,1.48933,0.363144,0.0270544
770,1.56666,0.426194,0.0199135
780,1.38569,0.404887,0.0190699
790,1.24377,0.346824,0.0164868
