Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
10,0.899527,0.460531,0.015581
20,1.12914,0.615166,0.026066
30,1.18288,0.614936,0.0255771
40,1.24613,0.589757,0.0226634
50,1.1647,0.626556,0.0395003
60,1.18992,0.579075,0.0324905
70,1.22049,0.544517,0.034335
80,1.00058,0.405721,0.0253591
90,1.01472,0.394335,0.0329648
100,1.03315,0.434278,0.0316291
110,0.83906,0.363095,0.0183321
120,1.1031,0.448117,0.0238319
130,0.910656,0.388096,0.020895
140,0.61769,0.324324,0.0100106
150,0.942815,0.402167,0.0230692
160,1.0779,0.448184,0.0240669
170,1.16485,0.466017,0.0247769
180,1.19217,0.445451,0.0269627
190,1.22174,0.43732,0.0325115
200,0.912926,0.317401,0.0171881
210,1.10499,0.431045,0.0215913
220,0.994474,0.406006,0.0190332
230,1.08388,0.424519,0.0216877
240,1.02171,0.44766,0.0217903
250,0.957473,0.398288,0.0203513
260,0.939431,0.426624,0.0274768
270,0.777057,0.341473,0.014124
280,1.01639,0.438454,0.0231445
290,1.01192,0.425134,0.0332734
300,0.774008,0.340313,0.0172413
310,0.992191,0.383737,0.0278316
320,0.953071,0.402713,0.0264529
330,0.933143,0.396866,0.0206722
340,1.0237,0.430351,0.0263903
350,1.0353,0.425554,0.0267757
360,1.02618,0.407427,0.0271939
370,1.03137,0.445351,0.0235031
380,1.0503,0.44544,0.0276553
390,1.01186,0.387661,0.0246082
400,1.09005,0.452414,0.0290733
410,1.15782,0.500477,0.0271545
420,1.18178,0.461759,0.0249333
430,1.07963,0.477981,0.0287046
440,1.14505,0.495573,0.0261594
450,1.13119,0.444255,0.038981
460,1.10705,0.472985,0.0244538
470,1.09651,0.483402,0.0268691
480,1.16018,0.500244,0.0347554
490,1.17042,0.466332,0.0338199
500,1.15115,0.511824,0.0253783
510,1.15527,0.482149,0.0302538
520,1.12761,0.462255,0.0263633
530,1.08806,0.517952,0.0250375
540,1.01223,0.470846,0.0255069
550,1.11665,0.440598,0.0327415
560,1.13639,0.490356,0.027866
570,1.05165,0.480477,0.0275922
580,1.0237,0.435345,0.0242414
590,1.05022,0.457266,0.0275359
600,1.07144,0.47098,0.0241397
610,1.141,0.478311,0.0263235
620,0.958305,0.451951,0.0269899
630,0.927765,0.384336,0.0318449
640,1.02056,0.43877,0.0385474
650,1.10058,0.466538,0.0291552
660,1.08521,0.465211,0.0270086
670,1.03575,0.486492,0.0290968
680,1.08028,0.47155,0.0238455
690,1.02024,0.448382,0.0251912
700,0.936788,0.429921,0.024799
710,0.662711,0.303687,0.0109138
720,0.586524,0.244904,0.0123042
730,0.899818,0.45557,0.0355564
740,0.883768,0.455657,0.0285389
750,0.860424,0.443898,0.02155
760,0.93127,0.457946,0.0223646
770,0.912388,0.417409,0.0242252
780,0.808641,0.395193,0.0200088
790,0.912571,0.433568,0.0241766
800,0.854956,0.420109,0.0228256
810,0.907643,0.416902,0.0239904
820,0.783008,0.384903,0.0227981
830,0.728082,0.362111,0.0176283
840,0.924319,0.454049,0.0255766
850,0.82222,0.384388,0.020103
860,0.740842,0.385156,0.0184678
870,0.908977,0.409757,0.022605
880,0.77809,0.404442,0.033236
890,0.81151,0.405816,0.0209975
900,0.787317,0.362086,0.0208756
910,0.822089,0.398477,0.0232525
920,0.777563,0.350787,0.0191903
930,0.661326,0.342117,0.0171108
940,0.701674,0.387787,0.017153
950,0.772084,0.383421,0.0220742
960,0.807609,0.35535,0.0182584
970,0.729373,0.375786,0.018917
980,0.723858,0.348506,0.016312
990,0.786123,0.348329,0.0209094
1000,0.610722,0.257437,0.01477
1010,0.644866,0.281131,0.0147691
1020,0.723857,0.312628,0.0177995
1030,0.71008,0.329498,0.016902
1040,0.699438,0.280585,0.0143864
1050,0.644752,0.349758,0.0158609
1060,0.691271,0.320368,0.0154537
1070,0.6441,0.274188,0.0160338
1080,0.693504,0.319265,0.0154869
1090,0.626668,0.295297,0.0151097
1100,0.671993,0.325846,0.0156955
1110,0.733741,0.324102,0.0174497
1120,0.680098,0.338317,0.0171688
1130,0.626609,0.25295,0.0133936
1140,0.657014,0.300672,0.0148587
1150,0.637943,0.322801,0.0154389
1160,0.694616,0.315267,0.017198
1170,0.703449,0.308613,0.0218329
1180,0.64804,0.308004,0.0134096
1190,0.585817,0.279777,0.0110842
1200,0.626454,0.279533,0.0136006
1210,0.5438,0.23742,0.0126224
1220,0.622177,0.320245,0.0144421
1230,0.632239,0.333291,0.0160146
1240,0.602874,0.260088,0.0150493
1250,0.575979,0.27911,0.0149223
1260,0.534855,0.293971,0.0097499
1270,0.521185,0.323791,0.0103943
1280,0.653123,0.284625,0.0104433
1290,0.642473,0.377524,0.0095832
1300,0.568357,0.275967,0.010921
1310,0.641334,0.289385,0.0144704
1320,0.556635,0.236816,0.0094708
1330,0.546183,0.246094,0.0092483
1340,0.570677,0.320683,0.0110076
1350,0.633305,0.297477,0.015667
1360,1.24417,0.700345,0.0137197
1370,0.565844,0.337164,0.0162504
1380,0.542735,0.279446,0.0146007
1390,0.5674,0.326342,0.014429
1400,0.529915,0.28084,0.0120487
1410,0.564335,0.27691,0.0103718
1420,0.544301,0.351877,0.0110846
1430,0.555392,0.341466,0.0126126
1440,0.58867,0.256685,0.0121611
1450,0.559948,0.254565,0.0140748
1460,0.495543,0.208859,0.0126585
1470,0.556025,0.263092,0.0114168
1480,0.527307,0.241145,0.0117594
1490,0.544443,0.260623,0.0119595
1500,0.505019,0.239994,0.0095386
1510,0.55805,0.233836,0.011947
1520,0.558972,0.274032,0.0117304
1530,0.512658,0.263174,0.0114337
1540,0.561479,0.223053,0.0103363
1550,0.529095,0.278847,0.0129049
1560,0.555528,0.258134,0.0124017
1570,0.448113,0.236885,0.0090526
1580,0.473041,0.228621,0.0085065
1590,0.466742,0.235843,0.0087509
1600,0.502954,0.232331,0.0100111
1610,0.52665,0.266625,0.0086944
1620,0.495362,0.231564,0.0097909
1630,0.506245,0.234566,0.0113272
1640,0.510594,0.246486,0.009908
1650,0.522188,0.233702,0.0101982
1660,0.497415,0.227433,0.0095341
1670,0.502515,0.233665,0.0106354
1680,0.481145,0.217772,0.008396
1690,0.477028,0.233319,0.009599
1700,0.507564,0.248273,0.0113482
1710,0.506769,0.244252,0.0120022
1720,0.537756,0.288573,0.0135214
1730,0.513305,0.248499,0.008964
1740,0.46103,0.217741,0.0089394
1750,0.448572,0.215374,0.0094304
1760,0.428024,0.207124,0.0073676
1770,0.436539,0.205149,0.0076164
1780,0.470466,0.229897,0.0098075
1790,0.459317,0.231722,0.0089077
1800,0.486495,0.237125,0.0089235
1810,0.536086,0.266275,0.0106885
1820,0.500178,0.227923,0.0104724
1830,0.459622,0.242224,0.0080597
1840,0.447521,0.231251,0.0080408
1850,0.424434,0.207851,0.0066886
1860,0.561083,0.269033,0.0095777
1870,0.449783,0.20234,0.0077113
1880,0.482832,0.260464,0.0083606
1890,0.538367,0.284199,0.0083745
1900,0.517795,0.234355,0.0102529
1910,0.45804,0.293019,0.0083257
1920,0.508096,0.272521,0.0088377
1930,0.446893,0.295227,0.0097209
1940,0.496902,0.28594,0.0063167
1950,0.531589,0.262627,0.0096765
1960,0.522769,0.339451,0.0122385
1970,0.4927,0.232321,0.0087412
1980,0.452771,0.271624,0.0089037
1990,0.476475,0.287131,0.0071649
2000,0.480905,0.260354,0.0119548
2010,0.463427,0.20702,0.0090029
2020,0.522068,0.309484,0.0093842
2030,0.486957,0.301391,0.0121129
2040,0.454445,0.248627,0.0091251
2050,0.470665,0.24605,0.0111321
2060,0.446088,0.271919,0.0062018
