Iteration,Temps_Fourmis_ms,Temps_Evaporation_ms,Temps_Update_ms
2050,2.12371,0.578867,0.009868
2060,2.20036,0.623035,0.0144286
2070,1.74116,0.49053,0.0098002
2080,1.7723,0.52206,0.0135595
2090,2.09383,0.547293,0.0094846
2100,2.24638,0.661359,0.0107312
2110,2.03381,0.61926,0.0170667
2120,2.34879,0.698187,0.0108589
2130,2.05881,0.644667,0.0182748
2140,2.37864,0.677284,0.0160378
2150,1.81385,0.58906,0.0170395
2160,1.64895,0.526078,0.0200522
2170,2.13639,0.643861,0.01951
2180,1.75452,0.536229,0.0153344
2190,1.68946,0.50405,0.0093338
2200,1.62278,0.460871,0.009256
2210,1.63427,0.46896,0.0077369
2220,1.87431,0.517135,0.0138631
2230,1.80458,0.487459,0.0080069
2240,1.57103,0.466619,0.0079799
2250,1.58316,0.464281,0.0067553
2260,1.60669,0.468299,0.0071161
2270,1.67257,0.45401,0.0084259
2280,1.60524,0.470863,0.008567
2290,1.68133,0.546696,0.0157581
2300,1.77123,0.542682,0.0142129
2310,2.42241,0.626165,0.0142457
2320,1.73764,0.506159,0.0084358
2330,1.58397,0.458172,0.0084252
2340,1.64688,0.529095,0.0083496
2350,1.64438,0.440923,0.0074967
2360,1.6585,0.489973,0.0110479
2370,2.10258,0.571457,0.0107171
2380,1.70034,0.476951,0.0077117
2390,1.67633,0.473207,0.0105663
2400,1.66503,0.451586,0.0096137
2410,1.69908,0.496439,0.009678
2420,2.0759,0.624936,0.0152913
2430,2.68274,0.806965,0.0208974
2440,2.07483,0.597438,0.0151461
2450,1.92834,0.620502,0.0178065
2460,1.62077,0.483712,0.0134414
2470,1.71103,0.475865,0.0103723
2480,1.65609,0.47085,0.0075313
2490,1.61585,0.456982,0.0075762
2500,1.63321,0.482328,0.007464
2510,1.73543,0.543749,0.0098397
2520,1.61185,0.481577,0.0081225
2530,1.6815,0.483341,0.010347
2540,1.63176,0.51264,0.0079808
2550,1.65761,0.497839,0.0103084
2560,1.71336,0.486619,0.0077373
2570,1.63672,0.506153,0.0079758
2580,1.5988,0.461931,0.0082838
2590,1.64764,0.507899,0.0081104
2600,1.88545,0.590824,0.0168914
2610,1.61408,0.587435,0.0141386
2620,1.72158,0.573234,0.0131284
2630,1.85028,0.58335,0.0145353
2640,2.28484,0.660665,0.0217895
2650,1.73192,0.533591,0.0134414
2660,2.00606,0.540932,0.0072488
2670,1.67235,0.489741,0.0071421
2680,1.61871,0.525962,0.0086364
2690,1.65914,0.427464,0.0076438
2700,1.64987,0.477702,0.0091688
2710,1.64241,0.464314,0.0082617
2720,1.70653,0.512085,0.0071154
2730,1.67537,0.469498,0.0083041
2740,1.7218,0.449878,0.0092611
2750,1.64094,0.463718,0.0086439
2760,1.75343,0.469334,0.0084685
2770,1.73082,0.484833,0.0077436
2780,1.68345,0.446202,0.0074056
2790,1.70206,0.476217,0.0079487
2800,1.76054,0.451024,0.007508
2810,1.71519,0.4751,0.0075337
2820,1.64494,0.490235,0.0084761
2830,1.68169,0.453569,0.0076364
2840,1.71369,0.463211,0.0076045
2850,1.73543,0.497573,0.0076077
2860,1.70077,0.498903,0.0086479
2870,1.65295,0.465727,0.0075948
2880,1.67417,0.499425,0.0071965
